ID,IDExpediente,Estado,Regional,Departamento,Municipio,Localidad,Vereda,Class,TipoCombustible,TipoFuenteEmision,Latitud,Longitud,PrecisionUbicacion
303,180258,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.119062373166955,-73.89901543245215,Alta
304,180984,Sancionatorio,Bajo Magdalena,Cundinamarca,GUADUAS,,EL HATO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.050345271892867,-74.61589752996909,Alta
305,181048,Sancionatorio,Sabana Occidente,Cundinamarca,BOJACA,,SAN ANTONIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.669761040815742,-74.34295407480086,Alta
306,181102,Sancionatorio,Sabana Occidente,Cundinamarca,EL ROSAL,,TIBAGOTA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.89483375125798,-74.21516124336435,Alta
307,182418,Sancionatorio,Sabana Occidente,Cundinamarca,MADRID,,CENTRO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.730783286681798,-74.25825845988392,Alta
308,183020,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,SUBA,CASABLANCA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.786439582937853,-74.05864983422728,Alta
309,183176,Sancionatorio,Ubate,Cundinamarca,UBATE,,VOLCÁN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.320763688650551,-73.82061393457278,Alta
310,183202,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,,RESGUARDO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.308087682164367,-73.71622294275865,Alta
311,183962,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.316512296256442,-74.79165016059083,Alta
312,184188,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.309269150937624,-74.80132672188316,Alta
313,184204,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.31266289238801,-74.78878208540156,Alta
314,185260,Sancionatorio,Bajo Magdalena,Cundinamarca,PUERTO SALGAR,,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.468125844829177,-74.64815479245206,Alta
315,185598,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.198302590100542,-73.86098321807637,Alta
316,186016,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.134824758725474,-73.90104936442434,Alta
317,186116,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,LA RAMADA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.272860199072597,-73.7725700106038,Alta
318,186116,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,LA RAMADA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.271919867320899,-73.7728140345664,Alta
319,186332,Sancionatorio,Gualiva,Cundinamarca,VILLETA,,ALFONSO LOPEZ,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.009161592160701,-74.46823627780427,Alta
320,186572,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,,LA TRIBUNA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.835319440797014,-74.40576114751379,Alta
321,187368,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,,MANCILLA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.831047298681187,-74.35360823259428,Alta
322,188006,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,USAQUEN,TORCA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.771074008460913,-74.02965164503016,Alta
323,188548,Sancionatorio,Ubate,Cundinamarca,FUQUENE,,GUATANCUY,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.369679388122446,-73.78716562545205,Alta
324,188778,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,,CENTRO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.513560734919547,-73.854573091323,Alta
325,190214,Sancionatorio,Ubate,Cundinamarca,TAUSA,,RASGATÁ,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.189157481143908,-73.8801985472276,Alta
326,190248,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,,ALISAL,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.3229925517339,-73.88161794821552,Alta
327,190852,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,,EL OLIVO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.06921341590918,-73.95907209715048,Alta
328,191526,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SESQUILE,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.045507345183228,-73.7972338411392,Alta
329,191540,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SESQUILE,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.043834590465194,-73.79764937438759,Alta
330,191632,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,SAN PEDRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.197632784729669,-73.60972710149596,Alta
331,191970,Sancionatorio,Gualiva,Cundinamarca,SAN FRANCISCO,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.974907709563404,-74.28992745642303,Alta
332,192030,Sancionatorio,Sabana Centro,Cundinamarca,COTA,,ROZO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.848492687140919,-74.04917315273944,Alta
333,193876,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,,ALISAL,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.330607279005114,-73.8836364334388,Alta
334,194408,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,,CANELÓN,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.904179033385005,-74.0361608199865,Alta
335,194436,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.333296102246229,-74.36911036191317,Alta
336,194658,Sancionatorio,Soacha,Cundinamarca,SIBATE,,CHACUA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.53758040598044,-74.24993713940717,Alta
337,195016,Sancionatorio,Alto Magdalena,Cundinamarca,NILO,,LA ESMERALDA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.250427877887141,-74.72207183636668,Alta
338,196466,Sancionatorio,Gualiva,Cundinamarca,VILLETA,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.011311007359859,-74.47284533448536,Alta
339,197216,Sancionatorio,Ubate,Cundinamarca,GUACHETA,,SANTUARIO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.384298118265803,-73.67053345020797,Alta
340,198770,Sancionatorio,Gualiva,Cundinamarca,VILLETA,,RÍO DULCE,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.982355240943402,-74.4587888377847,Alta
341,199040,Sancionatorio,Gualiva,Cundinamarca,VILLETA,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.011050195673839,-74.47047366004449,Alta
342,199754,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.129217253322953,-73.89784916543367,Alta
343,199770,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.128774190575636,-73.89799359295527,Alta
344,200132,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,,CHUNTAME ALTO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.955153215119313,-74.01858426860646,Alta
345,200936,Sancionatorio,Sabana Centro,Cundinamarca,TOCANCIPA,,CANAVITA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.94655028160238,-73.93798656770748,Alta
346,202864,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,,RINCÓN SANTO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.059681417732822,-73.9552501830669,Alta
347,203442,Sancionatorio,Gualiva,Cundinamarca,LA VEGA,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.994586143870356,-74.33745382879084,Alta
348,204034,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.596634366816839,-74.19177030294624,Alta
349,204892,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.124622488784956,-73.89446835486822,Alta
350,205018,Sancionatorio,Gualiva,Cundinamarca,LA VEGA,,HOYA GRANDE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.052429794335312,-74.29900647060008,Alta
351,206226,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,,MANUEL DEL SUR,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.342390600432843,-74.76381214407832,Alta
352,206936,Sancionatorio,Soacha,Cundinamarca,SIBATE,,LA UNIÓN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.512508340837361,-74.26840345801124,Alta
353,207912,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.224800364693482,-73.8188402978964,Alta
354,207912,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.225596127953522,-73.8188219309283,Alta
355,208076,Sancionatorio,Soacha,Cundinamarca,SOACHA,,BOSATAMA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.619958837956742,-74.22770573099046,Alta
356,208990,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,RESGUARDO OCCIDENTE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.53554837428393,-73.6490428336362,Alta
357,209064,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.201132991072281,-73.86091911128077,Alta
358,209066,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.198185597046631,-73.8626339069754,Alta
359,209070,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.198294170027362,-73.86280524906932,Alta
360,210070,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,,BARANDILLAS,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.021947312925231,-73.96775552090288,Alta
361,210752,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.596127603471669,-74.19393308336146,Alta
362,211736,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.198293488364197,-73.86081184231386,Alta
363,211736,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.198637454976694,-73.86179489882547,Alta
364,212504,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.329229868279485,-74.38402698583262,Alta
365,212870,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.296656859810623,-74.80875507287195,Alta
366,213042,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,LA VENTA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.329701041838457,-74.38171197451662,Alta
367,213312,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.328497045084245,-74.38485547747382,Alta
368,213810,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.070295596763497,-73.87438226495645,Alta
369,214966,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.329718528381597,-74.38319839460753,Alta
370,215422,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,SAN PEDRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.196140025211011,-73.60875407767658,Alta
371,215570,Sancionatorio,Soacha,Cundinamarca,SOACHA,,PANAMÁ,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.547743174964427,-74.21569660577741,Alta
372,216024,Sancionatorio,Sabana Centro,Cundinamarca,CHIA,,FUSCA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.840172093101948,-74.031188404317,Alta
373,216694,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,CHOCONTA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.145207530178488,-73.68253988587348,Alta
374,217322,Sancionatorio,Soacha,Cundinamarca,SOACHA,,PANAMÁ,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.546314381106262,-74.21561523192449,Alta
375,218084,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,20 DE JULIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.214929571183395,-73.59537262315251,Alta
376,218846,Sancionatorio,Ubate,Cundinamarca,TAUSA,,RASGATÁ,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.193360243051502,-73.87332409290259,Alta
377,219606,Sancionatorio,Gualiva,Cundinamarca,SAN FRANCISCO,,ARRAYÁN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.968488488375229,-74.31281890229234,Alta
378,220028,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,,CENTRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.517322079747855,-73.8533623888463,Alta
379,220312,Sancionatorio,Soacha,Cundinamarca,SOACHA,,PANAMÁ,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.563963859672299,-74.21033442140049,Media
380,221230,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,,CHUNTAME ALTO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.940151403229866,-74.02513151614413,Alta
381,221816,Sancionatorio,Sumapaz,Cundinamarca,ARBELAEZ,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.262116340081896,-74.39632281908719,Alta
382,222632,Sancionatorio,Soacha,Cundinamarca,SOACHA,,PANAMÁ,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.565350224949535,-74.21495201074333,Alta
383,222890,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.228426185432441,-73.81796383717186,Alta
384,222890,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.228996814068948,-73.82021869011862,Alta
385,223214,Sancionatorio,Soacha,Cundinamarca,SOACHA,,BOSATAMA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.620338641347446,-74.22773284755563,Alta
386,223524,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.329719102559903,-74.38177504168269,Alta
387,223578,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,ATRAVIESAS,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.21665433873559,-73.76282847980059,Alta
388,223704,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,,SUSAGUA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.019931705390128,-73.97373445730739,Alta
389,223800,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.445211713642322,-73.59968659379847,Alta
390,224274,Sancionatorio,Sumapaz,Cundinamarca,SAN BERNARDO,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.178529440289133,-74.42207515201356,Alta
391,225168,Sancionatorio,Soacha,Cundinamarca,SIBATE,,LA UNIÓN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.50725396763851,-74.26969963928937,Alta
392,226708,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.301062336303238,-74.80687667782986,Alta
393,227964,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.302759859041437,-74.80943646364432,Alta
394,228134,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.301451446364659,-74.80657979607011,Alta
395,230256,Sancionatorio,Soacha,Cundinamarca,SOACHA,,BOSATAMA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.618783346897361,-74.22719178860326,Alta
396,230416,Sancionatorio,Soacha,Cundinamarca,SIBATE,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.4660057,-74.262724,Media
397,230518,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,CHINQUIRA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.207783013180157,-73.60348689770606,Alta
398,230950,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,SAN PEDRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.200463273338831,-73.60991442720098,Alta
399,231078,Sancionatorio,Gualiva,Cundinamarca,VILLETA,,CHAPAIMA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.951612776894636,-74.5259609739148,Alta
400,231148,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.56354234132852,-74.21105869595607,Alta
401,232026,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,CHIGUALA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.219812805780909,-73.6075909997801,Alta
402,232028,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SESQUILE,,BOITIVA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.05322012247381,-73.79538186795376,Alta
403,232030,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,MANTA,,BERMEJAL,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.017535108037421,-73.53475396239507,Alta
404,232062,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.583444577918196,-74.21941627863804,Alta
405,232146,Sancionatorio,Sabana Centro,Cundinamarca,GACHANCIPA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.991449874145052,-73.8733246594156,Alta
406,232204,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,CHOCONTA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.146939473620316,-73.69032227460167,Alta
407,233196,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.582059444322165,-74.2120668061216,Media
408,233208,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,,CENTRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.514085853149235,-73.85627853889143,Alta
409,233900,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.123604422553176,-73.9082134592498,Alta
410,234116,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,,CENTRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.0318440671409,-73.99275984046265,Alta
411,234450,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.131043939169463,-73.89790276867541,Alta
412,235362,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CIUDADELA SUCRE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.56633351806738,-74.18485312829912,Media
413,235692,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.296078687873255,-74.80818704555666,Alta
414,236852,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.582424520089467,-74.21097901801757,Media
415,236854,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.570039109525429,-74.18864806749431,Alta
416,236856,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.570310406750797,-74.18862107448219,Alta
417,236890,Sancionatorio,Soacha,Cundinamarca,SOACHA,,FUSUNGA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.541752777573627,-74.18535462037833,Alta
418,236892,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.570174725265038,-74.18884634352828,Alta
419,237026,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.565876603831647,-74.18497442400768,Media
420,237034,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CAZUCA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.594528499258293,-74.1841999693076,Alta
421,239016,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.159156011844717,-73.88971428724822,Alta
422,239766,Sancionatorio,Sabana Centro,Cundinamarca,TOCANCIPA,,VERGANZO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.969458560129427,-73.9497576973356,Alta
423,241084,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,RESGUARDO ORIENTE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.542843115173715,-73.63319903209485,Alta
424,243442,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,CHIGUALA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.219903238898046,-73.60759995248173,Alta
425,243574,Sancionatorio,Tequendama,Cundinamarca,LA MESA,,LAGUNAS,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.616409775060601,-74.45693658680317,Alta
426,244284,Sancionatorio,Bajo Magdalena,Cundinamarca,PUERTO SALGAR,,TRES Y MEDIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.499439907538576,-74.63845668652208,Alta
427,244364,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,SAN PEDRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.197868027273065,-73.60990732195619,Alta
428,244834,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.565612427987966,-74.21519537199039,Alta
429,245692,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,,LA VIRGINIA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.254101652347796,-74.74044962008253,Alta
430,245858,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,,PÁRAMO DE GUERRERO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.09125275293583,-74.06088682619423,Alta
