IDEstación,IDEmpresa,DistanciaKm,Variable,Incidencia
12,469,16.849368,NOX,0.116092
12,469,16.849368,PM10,0.258360
12,469,16.849368,PM2.5,0.303675
12,469,16.849368,SO2,0.165548
12,471,62.788420,NO,0.000000
12,471,62.788420,NO2,0.000000
12,471,62.788420,NOX,0.000000
12,471,62.788420,PM10,0.000461
12,471,62.788420,PM2.5,0.039784
12,471,62.788420,SO2,0.000049
12,472,37.267866,NO,0.000000
12,472,37.267866,NO2,0.000005
12,472,37.267866,NOX,0.002503
12,472,37.267866,PM10,0.038191
12,472,37.267866,PM2.5,0.164362
12,472,37.267866,SO2,0.014207
12,473,10.781574,NO,0.053065
12,473,10.781574,NO2,0.107539
12,473,10.781574,NOX,0.207791
12,473,10.781574,PM10,0.345302
12,473,10.781574,PM2.5,0.333320
12,473,10.781574,SO2,0.240287
12,474,10.768155,NO,0.053279
12,474,10.768155,NO2,0.107783
12,474,10.768155,NOX,0.207999
12,474,10.768155,PM10,0.345475
12,474,10.768155,PM2.5,0.333373
12,474,10.768155,SO2,0.240441
12,476,57.430760,NO,0.000000
12,476,57.430760,NO2,0.000000
12,476,57.430760,NOX,0.000003
12,476,57.430760,PM10,0.001404
12,476,57.430760,PM2.5,0.056900
12,476,57.430760,SO2,0.000204
12,477,65.103063,NO,0.000000
12,477,65.103063,NO2,0.000000
12,477,65.103063,NOX,0.000000
12,477,65.103063,PM10,0.000276
12,477,65.103063,PM2.5,0.033751
12,477,65.103063,SO2,0.000025
12,478,41.888144,NO,0.000000
12,478,41.888144,NO2,0.000000
12,478,41.888144,NOX,0.000703
12,478,41.888144,PM10,0.020285
12,478,41.888144,PM2.5,0.134141
12,478,41.888144,SO2,0.006303
12,479,42.327876,NO,0.000000
12,479,42.327876,NO2,0.000000
12,479,42.327876,NOX,0.000618
12,479,42.327876,PM10,0.019026
12,479,42.327876,PM2.5,0.131410
12,479,42.327876,SO2,0.005805
12,481,38.753431,NO,0.000000
12,481,38.753431,NO2,0.000002
12,481,38.753431,NOX,0.001691
12,481,38.753431,PM10,0.031413
12,481,38.753431,PM2.5,0.154367
12,481,38.753431,SO2,0.011054
12,482,15.732829,NO,0.008569
12,482,15.732829,NO2,0.038561
12,482,15.732829,NOX,0.131723
12,482,15.732829,PM10,0.275144
12,482,15.732829,PM2.5,0.309875
12,482,15.732829,SO2,0.179487
12,483,58.522777,NO,0.000000
12,483,58.522777,NO2,0.000000
12,483,58.522777,NOX,0.000002
12,483,58.522777,PM10,0.001128
12,483,58.522777,PM2.5,0.053035
12,483,58.522777,SO2,0.000154
12,484,8.571438,NO,0.096119
12,484,8.571438,NO2,0.150208
12,484,8.571438,NOX,0.241060
12,484,8.571438,PM10,0.371824
12,484,8.571438,PM2.5,0.341335
12,484,8.571438,SO2,0.264247
12,485,58.641933,NO,0.000000
12,485,58.641933,NO2,0.000000
12,485,58.641933,NOX,0.000002
12,485,58.641933,PM10,0.001101
12,485,58.641933,PM2.5,0.052625
12,485,58.641933,SO2,0.000149
12,486,43.213681,NO,0.000000
12,486,43.213681,NO2,0.000000
12,486,43.213681,NOX,0.000475
12,486,43.213681,PM10,0.016688
12,486,43.213681,PM2.5,0.125993
12,486,43.213681,SO2,0.004905
12,487,12.716553,NO,0.028220
12,487,12.716553,NO2,0.075387
12,487,12.716553,NOX,0.177444
12,487,12.716553,PM10,0.319180
12,487,12.716553,PM2.5,0.325006
12,487,12.716553,SO2,0.217194
12,488,12.953861,NO,0.025930
12,488,12.953861,NO2,0.071883
12,488,12.953861,NOX,0.173730
12,488,12.953861,PM10,0.315834
12,488,12.953861,PM2.5,0.323907
12,488,12.953861,SO2,0.214274
12,489,13.031563,NO,0.025213
12,489,13.031563,NO2,0.070758
12,489,13.031563,NOX,0.172516
12,489,13.031563,PM10,0.314732
12,489,13.031563,PM2.5,0.323544
12,489,13.031563,SO2,0.213315
12,490,13.084193,NO,0.024736
12,490,13.084193,NO2,0.070002
12,490,13.084193,NOX,0.171695
12,490,13.084193,PM10,0.313985
12,490,13.084193,PM2.5,0.323297
12,490,13.084193,SO2,0.212664
12,491,58.550086,NO,0.000000
12,491,58.550086,NO2,0.000000
12,491,58.550086,NOX,0.000002
12,491,58.550086,PM10,0.001121
12,491,58.550086,PM2.5,0.052941
12,491,58.550086,SO2,0.000153
12,492,58.605184,NO,0.000000
12,492,58.605184,NO2,0.000000
12,492,58.605184,NOX,0.000002
12,492,58.605184,PM10,0.001109
12,492,58.605184,PM2.5,0.052751
12,492,58.605184,SO2,0.000151
12,493,31.318084,NO,0.000000
12,493,31.318084,NO2,0.000125
12,493,31.318084,NOX,0.010324
12,493,31.318084,PM10,0.077371
12,493,31.318084,PM2.5,0.206186
12,493,31.318084,SO2,0.035182
12,495,56.308342,NO,0.000000
12,495,56.308342,NO2,0.000000
12,495,56.308342,NOX,0.000005
12,495,56.308342,PM10,0.001751
12,495,56.308342,PM2.5,0.061082
12,495,56.308342,SO2,0.000271
12,497,59.064220,NO,0.000000
12,497,59.064220,NO2,0.000000
12,497,59.064220,NOX,0.000002
12,497,59.064220,PM10,0.001010
12,497,59.064220,PM2.5,0.051192
12,497,59.064220,SO2,0.000134
12,498,59.004102,NO,0.000000
12,498,59.004102,NO2,0.000000
12,498,59.004102,NOX,0.000002
12,498,59.004102,PM10,0.001022
12,498,59.004102,PM2.5,0.051394
12,498,59.004102,SO2,0.000136
12,499,40.443832,NO,0.000000
12,499,40.443832,NO2,0.000001
12,499,40.443832,NOX,0.001062
12,499,40.443832,PM10,0.024918
12,499,40.443832,PM2.5,0.143302
12,499,40.443832,SO2,0.008209
12,500,24.409033,NO,0.000068
12,500,24.409033,NO2,0.002538
12,500,24.409033,NOX,0.039307
12,500,24.409033,PM10,0.150616
12,500,24.409033,PM2.5,0.255362
12,500,24.409033,SO2,0.082777
12,501,20.366858,NO,0.000839
12,501,20.366858,NO2,0.010436
12,501,20.366858,NOX,0.073688
12,501,20.366858,PM10,0.205999
12,501,20.366858,PM2.5,0.282374
12,501,20.366858,SO2,0.123761
12,502,63.955419,NO,0.000000
12,502,63.955419,NO2,0.000000
12,502,63.955419,NOX,0.000000
12,502,63.955419,PM10,0.000357
12,502,63.955419,PM2.5,0.036646
12,502,63.955419,SO2,0.000035
12,504,85.583805,NO,0.000000
12,504,85.583805,NO2,0.000000
12,504,85.583805,NOX,0.000000
12,504,85.583805,PM10,0.000001
12,504,85.583805,PM2.5,0.006077
12,504,85.583805,SO2,0.000000
12,505,62.106587,NO,0.000000
12,505,62.106587,NO2,0.000000
12,505,62.106587,NOX,0.000000
12,505,62.106587,PM10,0.000534
12,505,62.106587,PM2.5,0.041712
12,505,62.106587,SO2,0.000059
12,506,31.318084,NO,0.000000
12,506,31.318084,NO2,0.000125
12,506,31.318084,NOX,0.010324
12,506,31.318084,PM10,0.077371
12,506,31.318084,PM2.5,0.206186
12,506,31.318084,SO2,0.035182
12,507,14.469924,NO,0.014555
12,507,14.469924,NO2,0.051947
12,507,14.469924,NOX,0.150376
12,507,14.469924,PM10,0.293913
12,507,14.469924,PM2.5,0.316512
12,507,14.469924,SO2,0.195364
12,508,60.478995,NO,0.000000
12,508,60.478995,NO2,0.000000
12,508,60.478995,NOX,0.000001
12,508,60.478995,PM10,0.000754
12,508,60.478995,PM2.5,0.046601
12,508,60.478995,SO2,0.000092
12,509,24.470250,NO,0.000065
12,509,24.470250,NO2,0.002479
12,509,24.470250,NOX,0.038901
12,509,24.470250,PM10,0.149838
12,509,24.470250,PM2.5,0.254938
12,509,24.470250,SO2,0.082228
12,510,24.341261,NO,0.000071
12,510,24.341261,NO2,0.002604
12,510,24.341261,NOX,0.039760
12,510,24.341261,PM10,0.151480
12,510,24.341261,PM2.5,0.255831
12,510,24.341261,SO2,0.083387
12,511,24.311719,NO,0.000073
12,511,24.311719,NO2,0.002634
12,511,24.311719,NOX,0.039959
12,511,24.311719,PM10,0.151857
12,511,24.311719,PM2.5,0.256035
12,511,24.311719,SO2,0.083654
12,516,58.676539,NO,0.000000
12,516,58.676539,NO2,0.000000
12,516,58.676539,NOX,0.000002
12,516,58.676539,PM10,0.001093
12,516,58.676539,PM2.5,0.052507
12,516,58.676539,SO2,0.000148
12,517,39.716959,NO,0.000000
12,517,39.716959,NO2,0.000001
12,517,39.716959,NOX,0.001301
12,517,39.716959,PM10,0.027561
12,517,39.716959,PM2.5,0.148017
12,517,39.716959,SO2,0.009344
12,518,58.544610,NO,0.000000
12,518,58.544610,NO2,0.000000
12,518,58.544610,NOX,0.000002
12,518,58.544610,PM10,0.001123
12,518,58.544610,PM2.5,0.052960
12,518,58.544610,SO2,0.000153
12,519,62.735981,NO,0.000000
12,519,62.735981,NO2,0.000000
12,519,62.735981,NOX,0.000000
12,519,62.735981,PM10,0.000466
12,519,62.735981,PM2.5,0.039930
12,519,62.735981,SO2,0.000049
12,520,72.540702,NO,0.000000
12,520,72.540702,NO2,0.000000
12,520,72.540702,NOX,0.000000
12,520,72.540702,PM10,0.000047
12,520,72.540702,PM2.5,0.019111
12,520,72.540702,SO2,0.000003
12,521,66.273136,NO,0.000000
12,521,66.273136,NO2,0.000000
12,521,66.273136,NOX,0.000000
12,521,66.273136,PM10,0.000212
12,521,66.273136,PM2.5,0.030988
12,521,66.273136,SO2,0.000018
12,523,51.696185,NO,0.000000
12,523,51.696185,NO2,0.000000
12,523,51.696185,NOX,0.000029
12,523,51.696185,PM10,0.004145
12,523,51.696185,PM2.5,0.080557
12,523,51.696185,SO2,0.000820
12,524,65.800869,NO,0.000000
12,524,65.800869,NO2,0.000000
12,524,65.800869,NOX,0.000000
12,524,65.800869,PM10,0.000236
12,524,65.800869,PM2.5,0.032081
12,524,65.800869,SO2,0.000021
12,525,63.609965,NO,0.000000
12,525,63.609965,NO2,0.000000
12,525,63.609965,NOX,0.000000
12,525,63.609965,PM10,0.000385
12,525,63.609965,PM2.5,0.037554
12,525,63.609965,SO2,0.000039
12,526,63.598744,NO,0.000000
12,526,63.598744,NO2,0.000000
12,526,63.598744,NOX,0.000000
12,526,63.598744,PM10,0.000386
12,526,63.598744,PM2.5,0.037584
12,526,63.598744,SO2,0.000039
12,527,63.689819,NO,0.000000
12,527,63.689819,NO2,0.000000
12,527,63.689819,NOX,0.000000
12,527,63.689819,PM10,0.000378
12,527,63.689819,PM2.5,0.037342
12,527,63.689819,SO2,0.000038
12,528,63.616648,NO,0.000000
12,528,63.616648,NO2,0.000000
12,528,63.616648,NOX,0.000000
12,528,63.616648,PM10,0.000384
12,528,63.616648,PM2.5,0.037536
12,528,63.616648,SO2,0.000039
12,529,63.628755,NO,0.000000
12,529,63.628755,NO2,0.000000
12,529,63.628755,NOX,0.000000
12,529,63.628755,PM10,0.000383
12,529,63.628755,PM2.5,0.037504
12,529,63.628755,SO2,0.000039
12,530,63.643635,NO,0.000000
12,530,63.643635,NO2,0.000000
12,530,63.643635,NOX,0.000000
12,530,63.643635,PM10,0.000382
12,530,63.643635,PM2.5,0.037465
12,530,63.643635,SO2,0.000038
12,531,63.705183,NO,0.000000
12,531,63.705183,NO2,0.000000
12,531,63.705183,NOX,0.000000
12,531,63.705183,PM10,0.000377
12,531,63.705183,PM2.5,0.037302
12,531,63.705183,SO2,0.000038
12,532,66.788215,NO,0.000000
12,532,66.788215,NO2,0.000000
12,532,66.788215,NOX,0.000000
12,532,66.788215,PM10,0.000188
12,532,66.788215,PM2.5,0.029831
12,532,66.788215,SO2,0.000015
12,533,98.545254,NO,0.000000
12,533,98.545254,NO2,0.000000
12,533,98.545254,NOX,0.000000
12,533,98.545254,PM10,0.000000
12,533,98.545254,PM2.5,0.001614
12,533,98.545254,SO2,0.000000
12,534,58.504805,NO,0.000000
12,534,58.504805,NO2,0.000000
12,534,58.504805,NOX,0.000002
12,534,58.504805,PM10,0.001132
12,534,58.504805,PM2.5,0.053097
12,534,58.504805,SO2,0.000155
12,535,32.300867,NO,0.000000
12,535,32.300867,NO2,0.000077
12,535,32.300867,NOX,0.008310
12,535,32.300867,PM10,0.069438
12,535,32.300867,PM2.5,0.199147
12,535,32.300867,SO2,0.030618
12,536,45.311855,NO,0.000000
12,536,45.311855,NO2,0.000000
12,536,45.311855,NOX,0.000249
12,536,45.311855,PM10,0.012102
12,536,45.311855,PM2.5,0.113640
12,536,45.311855,SO2,0.003246
12,537,62.750511,NO,0.000000
12,537,62.750511,NO2,0.000000
12,537,62.750511,NOX,0.000000
12,537,62.750511,PM10,0.000464
12,537,62.750511,PM2.5,0.039889
12,537,62.750511,SO2,0.000049
12,538,54.850411,NO,0.000000
12,538,54.850411,NO2,0.000000
12,538,54.850411,NOX,0.000009
12,538,54.850411,PM10,0.002317
12,538,54.850411,PM2.5,0.066837
12,538,54.850411,SO2,0.000388
12,539,17.872206,NO,0.003157
12,539,17.872206,NO2,0.021989
12,539,17.872206,NOX,0.102624
12,539,17.872206,PM10,0.242963
12,539,17.872206,PM2.5,0.297742
12,539,17.872206,SO2,0.152985
12,540,62.706589,NO,0.000000
12,540,62.706589,NO2,0.000000
12,540,62.706589,NOX,0.000000
12,540,62.706589,PM10,0.000469
12,540,62.706589,PM2.5,0.040012
12,540,62.706589,SO2,0.000050
12,542,26.114324,NO,0.000021
12,542,26.114324,NO2,0.001295
12,542,26.114324,NOX,0.029144
12,542,26.114324,PM10,0.129758
12,542,26.114324,PM2.5,0.243427
12,542,26.114324,SO2,0.068353
12,544,63.640234,NO,0.000000
12,544,63.640234,NO2,0.000000
12,544,63.640234,NOX,0.000000
12,544,63.640234,PM10,0.000382
12,544,63.640234,PM2.5,0.037474
12,544,63.640234,SO2,0.000038
14,1,2.198150,NO,0.664955
14,1,2.198150,NO2,0.684768
14,1,2.198150,NOX,0.742985
14,1,2.198150,PM10,0.793340
14,1,2.198150,PM2.5,0.797855
14,1,2.198150,SO2,0.505652
14,2,87.397972,NO,0.000000
14,2,87.397972,NO2,0.000000
14,2,87.397972,NOX,0.000000
14,2,87.397972,PM10,0.000001
14,2,87.397972,PM2.5,0.011485
14,2,87.397972,SO2,0.000000
14,3,9.334576,NO,0.265012
14,3,9.334576,NO2,0.449995
14,3,9.334576,NOX,0.689670
14,3,9.334576,PM10,0.688049
14,3,9.334576,PM2.5,0.762196
14,3,9.334576,SO2,0.787341
14,4,9.054028,NO,0.249110
14,4,9.054028,NO2,0.409939
14,4,9.054028,NOX,0.618547
14,4,9.054028,PM10,0.732785
14,4,9.054028,PM2.5,0.743151
14,4,9.054028,SO2,0.722333
14,5,2.740045,NO,0.620673
14,5,2.740045,NO2,0.649644
14,5,2.740045,NOX,0.714463
14,5,2.740045,PM10,0.789676
14,5,2.740045,PM2.5,0.796670
14,5,2.740045,SO2,0.743054
14,6,63.759627,NO,0.000000
14,6,63.759627,NO2,0.000000
14,6,63.759627,NOX,0.000001
14,6,63.759627,PM10,0.000706
14,6,63.759627,PM2.5,0.083606
14,6,63.759627,SO2,0.000085
14,7,5.142927,NO,0.569440
14,7,5.142927,NO2,0.614504
14,7,5.142927,NOX,0.729801
14,7,5.142927,PM10,0.806673
14,7,5.142927,PM2.5,0.832127
14,7,5.142927,SO2,0.775287
14,8,9.087902,NO,0.218765
14,8,9.087902,NO2,0.361350
14,8,9.087902,NOX,0.550501
14,8,9.087902,PM10,0.693480
14,8,9.087902,PM2.5,0.764123
14,8,9.087902,SO2,0.628867
14,9,8.361685,NO,0.286109
14,9,8.361685,NO2,0.437563
14,9,8.361685,NOX,0.627562
14,9,8.361685,PM10,0.590710
14,9,8.361685,PM2.5,0.641268
14,9,8.361685,SO2,0.703901
14,10,8.862655,NO,0.283653
14,10,8.862655,NO2,0.457160
14,10,8.862655,NOX,0.676709
14,10,8.862655,PM10,0.698348
14,10,8.862655,PM2.5,0.702021
14,10,8.862655,SO2,0.727858
14,11,7.940384,NO,0.324002
14,11,7.940384,NO2,0.475261
14,11,7.940384,NOX,0.660560
14,11,7.940384,PM10,0.757177
14,11,7.940384,PM2.5,0.751006
14,11,7.940384,SO2,0.753361
14,12,7.752851,NO,0.106078
14,12,7.752851,NO2,0.125053
14,12,7.752851,NOX,0.234472
14,12,7.752851,PM10,0.660905
14,12,7.752851,PM2.5,0.666265
14,12,7.752851,SO2,0.213881
14,13,7.986554,NO,0.366526
14,13,7.986554,NO2,0.540045
14,13,7.986554,NOX,0.747913
14,13,7.986554,PM10,0.716413
14,13,7.986554,PM2.5,0.772148
14,13,7.986554,SO2,0.829272
14,14,4.974676,NO,0.441238
14,14,4.974676,NO2,0.567784
14,14,4.974676,NOX,0.672951
14,14,4.974676,PM10,0.851634
14,14,4.974676,PM2.5,0.876752
14,14,4.974676,SO2,0.462729
14,15,7.574384,NO,0.350590
14,15,7.574384,NO2,0.496820
14,15,7.574384,NOX,0.673713
14,15,7.574384,PM10,0.764652
14,15,7.574384,PM2.5,0.753379
14,15,7.574384,SO2,0.762927
14,16,64.108435,NO,0.000000
14,16,64.108435,NO2,0.000000
14,16,64.108435,NOX,0.000000
14,16,64.108435,PM10,0.000653
14,16,64.108435,PM2.5,0.081560
14,16,64.108435,SO2,0.000082
14,17,64.242291,NO,0.000000
14,17,64.242291,NO2,0.000000
14,17,64.242291,NOX,0.000000
14,17,64.242291,PM10,0.000634
14,17,64.242291,PM2.5,0.080785
14,17,64.242291,SO2,0.000074
14,18,96.673938,NO,0.000000
14,18,96.673938,NO2,0.000000
14,18,96.673938,NOX,0.000000
14,18,96.673938,PM10,0.000000
14,18,96.673938,PM2.5,0.004448
14,18,96.673938,SO2,0.000000
14,19,48.312526,NO,0.000000
14,19,48.312526,NO2,0.000000
14,19,48.312526,NOX,0.000208
14,19,48.312526,PM10,0.014103
14,19,48.312526,PM2.5,0.218741
14,19,48.312526,SO2,0.003975
14,20,21.008195,NO,0.001161
14,20,21.008195,NO2,0.016965
14,20,21.008195,NOX,0.115204
14,20,21.008195,PM10,0.248533
14,20,21.008195,PM2.5,0.417363
14,20,21.008195,SO2,0.141676
14,21,15.211154,NO,0.027701
14,21,15.211154,NO2,0.113005
14,21,15.211154,NOX,0.328389
14,21,15.211154,PM10,0.536090
14,21,15.211154,PM2.5,0.703500
14,21,15.211154,SO2,0.451817
14,22,86.426231,NO,0.000000
14,22,86.426231,NO2,0.000000
14,22,86.426231,NOX,0.000000
14,22,86.426231,PM10,0.000002
14,22,86.426231,PM2.5,0.012615
14,22,86.426231,SO2,0.000000
14,23,56.359985,NO,0.000000
14,23,56.359985,NO2,0.000000
14,23,56.359985,NOX,0.000012
14,23,56.359985,PM10,0.003284
14,23,56.359985,PM2.5,0.136991
14,23,56.359985,SO2,0.000650
14,24,9.221456,NO,0.231924
14,24,9.221456,NO2,0.423127
14,24,9.221456,NOX,0.645092
14,24,9.221456,PM10,0.498732
14,24,9.221456,PM2.5,0.551117
14,24,9.221456,SO2,0.349521
14,25,73.466976,NO,0.000000
14,25,73.466976,NO2,0.000000
14,25,73.466976,NOX,0.000000
14,25,73.466976,PM10,0.000070
14,25,73.466976,PM2.5,0.039887
14,25,73.466976,SO2,0.000005
14,26,48.440959,NO,0.000000
14,26,48.440959,NO2,0.000000
14,26,48.440959,NOX,0.000199
14,26,48.440959,PM10,0.013803
14,26,48.440959,PM2.5,0.217236
14,26,48.440959,SO2,0.003866
14,27,64.040854,NO,0.000000
14,27,64.040854,NO2,0.000000
14,27,64.040854,NOX,0.000000
14,27,64.040854,PM10,0.000663
14,27,64.040854,PM2.5,0.081953
14,27,64.040854,SO2,0.000083
14,28,58.516037,NO,0.000000
14,28,58.516037,NO2,0.000000
14,28,58.516037,NOX,0.000005
14,28,58.516037,PM10,0.002139
14,28,58.516037,PM2.5,0.119381
14,28,58.516037,SO2,0.000375
14,29,62.212418,NO,0.000000
14,29,62.212418,NO2,0.000000
14,29,62.212418,NOX,0.000001
14,29,62.212418,PM10,0.000989
14,29,62.212418,PM2.5,0.093167
14,29,62.212418,SO2,0.000131
14,30,62.225482,NO,0.000000
14,30,62.225482,NO2,0.000000
14,30,62.225482,NOX,0.000001
14,30,62.225482,PM10,0.000986
14,30,62.225482,PM2.5,0.093083
14,30,62.225482,SO2,0.000130
14,31,61.925801,NO,0.000000
14,31,61.925801,NO2,0.000000
14,31,61.925801,NOX,0.000001
14,31,61.925801,PM10,0.001051
14,31,61.925801,PM2.5,0.095027
14,31,61.925801,SO2,0.000142
14,33,79.737912,NO,0.000000
14,33,79.737912,NO2,0.000000
14,33,79.737912,NOX,0.000000
14,33,79.737912,PM10,0.000013
14,33,79.737912,PM2.5,0.023390
14,33,79.737912,SO2,0.000000
14,34,79.772212,NO,0.000000
14,34,79.772212,NO2,0.000000
14,34,79.772212,NOX,0.000000
14,34,79.772212,PM10,0.000013
14,34,79.772212,PM2.5,0.023319
14,34,79.772212,SO2,0.000000
14,35,20.820952,NO,0.001672
14,35,20.820952,NO2,0.023296
14,35,20.820952,NOX,0.162772
14,35,20.820952,PM10,0.377885
14,35,20.820952,PM2.5,0.628774
14,35,20.820952,SO2,0.288326
14,36,14.885324,NO,0.032767
14,36,14.885324,NO2,0.137745
14,36,14.885324,NOX,0.380947
14,36,14.885324,PM10,0.393801
14,36,14.885324,PM2.5,0.510859
14,36,14.885324,SO2,0.230886
14,37,93.810324,NO,0.000000
14,37,93.810324,NO2,0.000000
14,37,93.810324,NOX,0.000000
14,37,93.810324,PM10,0.000000
14,37,93.810324,PM2.5,0.006023
14,37,93.810324,SO2,0.000000
14,38,89.599919,NO,0.000000
14,38,89.599919,NO2,0.000000
14,38,89.599919,NOX,0.000000
14,38,89.599919,PM10,0.000001
14,38,89.599919,PM2.5,0.009249
14,38,89.599919,SO2,0.000000
14,39,21.035854,NO,0.000238
14,39,21.035854,NO2,0.003502
14,39,21.035854,NOX,0.023904
14,39,21.035854,PM10,0.403054
14,39,21.035854,PM2.5,0.538745
14,39,21.035854,SO2,0.041562
14,40,2.105020,NO,0.417917
14,40,2.105020,NO2,0.429322
14,40,2.105020,NOX,0.437659
14,40,2.105020,PM10,0.727733
14,40,2.105020,PM2.5,0.598525
14,40,2.105020,SO2,0.242049
14,41,20.995879,NO,0.001511
14,41,20.995879,NO2,0.022002
14,41,20.995879,NOX,0.158690
14,41,20.995879,PM10,0.373133
14,41,20.995879,PM2.5,0.626224
14,41,20.995879,SO2,0.283677
14,42,15.235007,NO,0.028308
14,42,15.235007,NO2,0.115990
14,42,15.235007,NOX,0.337489
14,42,15.235007,PM10,0.535417
14,42,15.235007,PM2.5,0.703216
14,42,15.235007,SO2,0.305148
14,43,56.830122,NO,0.000000
14,43,56.830122,NO2,0.000000
14,43,56.830122,NOX,0.000004
14,43,56.830122,PM10,0.001581
14,43,56.830122,PM2.5,0.059111
14,43,56.830122,SO2,0.000238
14,44,64.286278,NO,0.000000
14,44,64.286278,NO2,0.000000
14,44,64.286278,NOX,0.000000
14,44,64.286278,PM10,0.000488
14,44,64.286278,PM2.5,0.062636
14,44,64.286278,SO2,0.000046
14,45,21.102495,NO,0.001328
14,45,21.102495,NO2,0.019873
14,45,21.102495,NOX,0.146767
14,45,21.102495,PM10,0.370247
14,45,21.102495,PM2.5,0.624664
14,45,21.102495,SO2,0.264341
14,46,9.814060,NO,0.116642
14,46,9.814060,NO2,0.209423
14,46,9.814060,NOX,0.318109
14,46,9.814060,PM10,0.620772
14,46,9.814060,PM2.5,0.568739
14,46,9.814060,SO2,0.197345
14,47,57.195723,NO,0.000000
14,47,57.195723,NO2,0.000000
14,47,57.195723,NOX,0.000009
14,47,57.195723,PM10,0.002787
14,47,57.195723,PM2.5,0.129956
14,47,57.195723,SO2,0.000526
14,48,27.938563,NO,0.000013
14,48,27.938563,NO2,0.001548
14,48,27.938563,NOX,0.048780
14,48,27.938563,PM10,0.207298
14,48,27.938563,PM2.5,0.518513
14,48,27.938563,SO2,0.133335
14,49,9.814060,NO,0.221619
14,49,9.814060,NO2,0.397904
14,49,9.814060,NOX,0.636219
14,49,9.814060,PM10,0.677206
14,49,9.814060,PM2.5,0.695125
14,49,9.814060,SO2,0.699677
14,50,37.296052,NO,0.000000
14,50,37.296052,NO2,0.000016
14,50,37.296052,NOX,0.006923
14,50,37.296052,PM10,0.052072
14,50,37.296052,PM2.5,0.266777
14,50,37.296052,SO2,0.019191
14,51,58.981217,NO,0.000000
14,51,58.981217,NO2,0.000000
14,51,58.981217,NOX,0.000004
14,51,58.981217,PM10,0.001946
14,51,58.981217,PM2.5,0.115810
14,51,58.981217,SO2,0.000332
14,52,21.902651,NO,0.000823
14,52,21.902651,NO2,0.015188
14,52,21.902651,NOX,0.130238
14,52,21.902651,PM10,0.348848
14,52,21.902651,PM2.5,0.612836
14,52,21.902651,SO2,0.244881
14,53,99.880320,NO,0.000000
14,53,99.880320,NO2,0.000000
14,53,99.880320,NOX,0.000000
14,53,99.880320,PM10,0.000000
14,53,99.880320,PM2.5,0.003134
14,53,99.880320,SO2,0.000000
14,54,88.922162,NO,0.000000
14,54,88.922162,NO2,0.000000
14,54,88.922162,NOX,0.000000
14,54,88.922162,PM10,0.000001
14,54,88.922162,PM2.5,0.009892
14,54,88.922162,SO2,0.000000
14,56,88.922162,NO,0.000000
14,56,88.922162,NO2,0.000000
14,56,88.922162,NOX,0.000000
14,56,88.922162,PM10,0.000001
14,56,88.922162,PM2.5,0.009892
14,56,88.922162,SO2,0.000000
14,57,17.131987,NO,0.012066
14,57,17.131987,NO2,0.078526
14,57,17.131987,NOX,0.296752
14,57,17.131987,PM10,0.347719
14,57,17.131987,PM2.5,0.490846
14,57,17.131987,SO2,0.196777
14,58,9.038615,NO,0.142901
14,58,9.038615,NO2,0.234762
14,58,9.038615,NOX,0.334674
14,58,9.038615,PM10,0.636673
14,58,9.038615,PM2.5,0.573377
14,58,9.038615,SO2,0.203861
14,59,11.488380,NO,0.135042
14,59,11.488380,NO2,0.301136
14,59,11.488380,NOX,0.562110
14,59,11.488380,PM10,0.636680
14,59,11.488380,PM2.5,0.681487
14,59,11.488380,SO2,0.646362
14,60,61.942507,NO,0.000000
14,60,61.942507,NO2,0.000000
14,60,61.942507,NOX,0.000001
14,60,61.942507,PM10,0.001048
14,60,61.942507,PM2.5,0.094918
14,60,61.942507,SO2,0.000150
14,61,21.032962,NO,0.001526
14,61,21.032962,NO2,0.024540
14,61,21.032962,NOX,0.176965
14,61,21.032962,PM10,0.268759
14,61,21.032962,PM2.5,0.451881
14,61,21.032962,SO2,0.141348
14,62,56.801299,NO,0.000000
14,62,56.801299,NO2,0.000000
14,62,56.801299,NOX,0.000004
14,62,56.801299,PM10,0.001590
14,62,56.801299,PM2.5,0.059219
14,62,56.801299,SO2,0.000239
14,63,20.574227,NO,0.001989
14,63,20.574227,NO2,0.028486
14,63,20.574227,NOX,0.189090
14,63,20.574227,PM10,0.277783
14,63,20.574227,PM2.5,0.456698
14,63,20.574227,SO2,0.147473
14,64,2.763799,NO,0.619547
14,64,2.763799,NO2,0.648981
14,64,2.763799,NOX,0.714139
14,64,2.763799,PM10,0.789497
14,64,2.763799,PM2.5,0.796612
14,64,2.763799,SO2,0.742839
14,65,57.734709,NO,0.000000
14,65,57.734709,NO2,0.000000
14,65,57.734709,NOX,0.000006
14,65,57.734709,PM10,0.002503
14,65,57.734709,PM2.5,0.125560
14,65,57.734709,SO2,0.000431
14,66,31.491395,NO,0.000001
14,66,31.491395,NO2,0.000278
14,66,31.491395,NOX,0.022013
14,66,31.491395,PM10,0.143862
14,66,31.491395,PM2.5,0.461122
14,66,31.491395,SO2,0.078495
14,67,48.146555,NO,0.000000
14,67,48.146555,NO2,0.000000
14,67,48.146555,NOX,0.000220
14,67,48.146555,PM10,0.014499
14,67,48.146555,PM2.5,0.220695
14,67,48.146555,SO2,0.004119
14,68,39.134017,NO,0.000000
14,68,39.134017,NO2,0.000005
