IDExpediente,Estado,Regional,Departamento,Municipio,Vereda,Class,TipoCombustible,TipoFuenteEmision,Cuenca,Latitud,Longitud
179220.0,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,Manuel del Sur,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.371199251885157,-74.76472109834666
180258.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.119062373166955,-73.89901543245215
180984.0,Sancionatorio,Bajo Magdalena,Cundinamarca,GUADUAS,El Hato,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Negro,5.050345271892867,-74.61589752996909
181048.0,Sancionatorio,Sabana Occidente,Cundinamarca,BOJACA,San Antonio,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.669761040815742,-74.34295407480086
181102.0,Sancionatorio,Sabana Occidente,Cundinamarca,EL ROSAL,Tibagota,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.89483375125798,-74.21516124336435
182418.0,Sancionatorio,Sabana Occidente,Cundinamarca,MADRID,CENTRO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.730783286681798,-74.25825845988392
183020.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE SUBA,CASABLANCA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.786439582937853,-74.05864983422728
183176.0,Sancionatorio,Ubate,Cundinamarca,UBATE,Volcán,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.320763688650551,-73.82061393457278
183202.0,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,Resguardo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.308087682164367,-73.71622294275865
183962.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.316512296256442,-74.79165016059083
184188.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.309269150937624,-74.80132672188316
184204.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.31266289238801,-74.78878208540156
185260.0,Sancionatorio,Bajo Magdalena,Cundinamarca,PUERTO SALGAR,CASCO URBANO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Seco - Río Magdalena,5.468125844829177,-74.64815479245206
185598.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198302590100542,-73.86098321807637
186016.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.134824758725474,-73.90104936442434
186116.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,La Ramada,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.272860199072597,-73.7725700106038
186116.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,La Ramada,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.271919867320899,-73.7728140345664
186332.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,ALFONSO LOPEZ,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.009161592160701,-74.46823627780427
186572.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,La Tribuna,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.835319440797014,-74.40576114751379
187368.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Mancilla,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.831047298681187,-74.35360823259428
188006.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE USAQUEN,TORCA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.771074008460913,-74.02965164503016
188548.0,Sancionatorio,Ubate,Cundinamarca,FUQUENE,Guatancuy,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.369679388122446,-73.78716562545205
188778.0,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,Centro,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.513560734919547,-73.854573091323
190214.0,Sancionatorio,Ubate,Cundinamarca,TAUSA,Rasgatá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.189157481143908,-73.8801985472276
190248.0,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,Alisal,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.3229925517339,-73.88161794821552
190852.0,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,EL OLIVO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.06921341590918,-73.95907209715048
191526.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SESQUILE,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,5.045507345183228,-73.7972338411392
191540.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SESQUILE,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,5.043834590465194,-73.79764937438759
191632.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,SAN PEDRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,5.197632784729669,-73.60972710149596
191970.0,Sancionatorio,Gualiva,Cundinamarca,SAN FRANCISCO,Centro,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,4.974907709563404,-74.28992745642303
192030.0,Sancionatorio,Sabana Centro,Cundinamarca,COTA,Rozo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.848492687140919,-74.04917315273944
193876.0,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,Alisal,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.330607279005114,-73.8836364334388
194408.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,Canelón,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.904179033385005,-74.0361608199865
194436.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.333296102246229,-74.36911036191317
194658.0,Sancionatorio,Soacha,Cundinamarca,SIBATE,Chacua,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.53758040598044,-74.24993713940717
195016.0,Sancionatorio,Alto Magdalena,Cundinamarca,NILO,LA ESMERALDA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.250427877887141,-74.72207183636668
196466.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.011311007359859,-74.47284533448536
197216.0,Sancionatorio,Ubate,Cundinamarca,GUACHETA,Santuario,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.384298118265803,-73.67053345020797
198770.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,Río Dulce,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,4.982355240943402,-74.4587888377847
199040.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.011050195673839,-74.47047366004449
199754.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.129217253322953,-73.89784916543367
199770.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.128774190575636,-73.89799359295527
200132.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,Chuntame Alto,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.955153215119313,-74.01858426860646
200936.0,Sancionatorio,Sabana Centro,Cundinamarca,TOCANCIPA,Canavita,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.94655028160238,-73.93798656770748
202864.0,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,Rincón Santo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.059681417732822,-73.9552501830669
203442.0,Sancionatorio,Gualiva,Cundinamarca,LA VEGA,Centro,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,4.994586143870356,-74.33745382879084
204034.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.596634366816839,-74.19177030294624
204892.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.124622488784956,-73.89446835486822
205018.0,Sancionatorio,Gualiva,Cundinamarca,LA VEGA,Hoya Grande,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Negro,5.052429794335312,-74.29900647060008
206226.0,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,Manuel del Sur,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.342390600432843,-74.76381214407832
206936.0,Sancionatorio,Soacha,Cundinamarca,SIBATE,La Unión,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.512508340837361,-74.26840345801124
207912.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.224800364693482,-73.8188402978964
207912.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.225596127953522,-73.8188219309283
208076.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Bosatama,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.619958837956742,-74.22770573099046
208990.0,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,RESGUARDO OCCIDENTE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.53554837428393,-73.6490428336362
209064.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Suárez,5.201132991072281,-73.86091911128077
209066.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198185597046631,-73.8626339069754
209070.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198294170027362,-73.86280524906932
210070.0,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,Barandillas,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.021947312925231,-73.96775552090288
210752.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.596127603471669,-74.19393308336146
211736.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198293488364197,-73.86081184231386
211736.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198637454976694,-73.86179489882547
212504.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.329229868279485,-74.38402698583262
212870.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.296656859810623,-74.80875507287195
213042.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,La Venta,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.329701041838457,-74.38171197451662
213312.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.328497045084245,-74.38485547747382
213810.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Casco Urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.070295596763497,-73.87438226495645
214966.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.329718528381597,-74.38319839460753
215422.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,SAN PEDRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.196140025211011,-73.60875407767658
215570.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.547743174964427,-74.21569660577741
216024.0,Sancionatorio,Sabana Centro,Cundinamarca,CHIA,Fusca,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.840172093101948,-74.031188404317
216694.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,CHOCONTA,CENTRO URBANO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.145207530178488,-73.68253988587348
217322.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.546314381106262,-74.21561523192449
218084.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,20 DE JULIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.214929571183395,-73.59537262315251
218846.0,Sancionatorio,Ubate,Cundinamarca,TAUSA,Rasgatá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.193360243051502,-73.87332409290259
219606.0,Sancionatorio,Gualiva,Cundinamarca,SAN FRANCISCO,Arrayán,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Negro,4.968488488375229,-74.31281890229234
220028.0,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,Centro,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.517322079747855,-73.8533623888463
220312.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),(sin definir),11.893244646186334,-40.50382574042856
221230.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,Chuntame Alto,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.940151403229866,-74.02513151614413
221816.0,Sancionatorio,Sumapaz,Cundinamarca,ARBELAEZ,Casco Urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.262116340081896,-74.39632281908719
222632.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.565350224949535,-74.21495201074333
222890.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.228426185432441,-73.81796383717186
222890.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.228996814068948,-73.82021869011862
223214.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Bosatama,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.620338641347446,-74.22773284755563
223524.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.329719102559903,-74.38177504168269
223578.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Atraviesas,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.21665433873559,-73.76282847980059
223704.0,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,SUSAGUA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.019931705390128,-73.97373445730739
223800.0,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.445211713642322,-73.59968659379847
224274.0,Sancionatorio,Sumapaz,Cundinamarca,SAN BERNARDO,casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.178529440289133,-74.42207515201356
225168.0,Sancionatorio,Soacha,Cundinamarca,SIBATE,La Unión,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.50725396763851,-74.26969963928937
226708.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.301062336303238,-74.80687667782986
227964.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.302759859041437,-74.80943646364432
228134.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.301451446364659,-74.80657979607011
230256.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Bosatama,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.618783346897361,-74.22719178860326
230416.0,Sancionatorio,Soacha,Cundinamarca,SIBATE,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),(sin definir),11.839800927934386,-40.55152234074212
230518.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,Chinquira,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.207783013180157,-73.60348689770606
230950.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,SAN PEDRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.200463273338831,-73.60991442720098
231078.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,Chapaima,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Negro,4.951612776894636,-74.5259609739148
231148.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.56354234132852,-74.21105869595607
232026.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,Chiguala,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.219812805780909,-73.6075909997801
232028.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SESQUILE,Boitiva,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.05322012247381,-73.79538186795376
232030.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,MANTA,Bermejal,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Machetá,5.017535108037421,-73.53475396239507
232062.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.583444577918196,-74.21941627863804
232146.0,Sancionatorio,Sabana Centro,Cundinamarca,GACHANCIPA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.991449874145052,-73.8733246594156
232204.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,CHOCONTA,Casco Urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.146939473620316,-73.69032227460167
233196.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),(sin definir),11.897113354222794,-40.48516600874105
233208.0,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,Centro,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.514085853149235,-73.85627853889143
233900.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.123604422553176,-73.9082134592498
234116.0,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,Centro    ,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.0318440671409,-73.99275984046265
234450.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.131043939169463,-73.89790276867541
235362.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,CIUDADELA SUCRE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),(sin definir),11.893180796756923,-40.485037333275365
235692.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.296078687873255,-74.80818704555666
236852.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),(sin definir),11.892328238762056,-40.52570384182125
236854.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.570039109525429,-74.18864806749431
236856.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.570310406750797,-74.18862107448219
236890.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Fusunga,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.541752777573627,-74.18535462037833
236892.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.570174725265038,-74.18884634352828
237026.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),(sin definir),11.893054725311908,-40.484331404849335
237034.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Cazuca,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.594528499258293,-74.1841999693076
239016.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.159156011844717,-73.88971428724822
239766.0,Sancionatorio,Sabana Centro,Cundinamarca,TOCANCIPA,Verganzo,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.969458560129427,-73.9497576973356
241084.0,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,Resguardo Oriente,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.542843115173715,-73.63319903209485
243442.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,Chiguala,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.219903238898046,-73.60759995248173
243574.0,Sancionatorio,Tequendama,Cundinamarca,LA MESA,LAGUNAS,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.616409775060601,-74.45693658680317
244284.0,Sancionatorio,Bajo Magdalena,Cundinamarca,PUERTO SALGAR,TRES Y MEDIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Seco - Río Magdalena,5.499439907538576,-74.63845668652208
244364.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,SAN PEDRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.197868027273065,-73.60990732195619
244834.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.565612427987966,-74.21519537199039
